Title,Reference Disc,Standout Disc,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X,Release Date,Studio
"Beverly Hills Cop",false,false,true,true,false,false,false,false,false,12/1/20,Paramount Pictures Home Entertainment
"Big Fish",false,true,true,false,false,false,false,true,false,5/4/21,Sony Pictures Home Entertainment
"Big Hero 6",false,false,false,false,false,false,false,true,false,11/5/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Big Lebowski, The",false,false,true,false,false,false,false,false,true,10/16/18,Universal Studios Home Entertainment
"Big Lebowski, The: 20th Anniversary Limited Edition (with swag)",false,false,true,false,false,false,false,false,true,10/16/18,Universal Studios Home Entertainment
"Bill & Ted Face the Music",false,false,true,false,false,false,false,false,false,1/25/2021,Warner Bros. Home Entertainment
"Bill & Ted's Excellent Adventure",false,false,true,false,false,false,false,false,false,8/10/20,StudioCanal (UK/Germany/France)
"Billy Lynn's Long Halftime Walk",true,false,true,false,false,false,true,true,false,2/14/17,Sony Pictures Home Entertainment
"Bird with the Crystal Plumage, The",true,false,true,true,false,false,false,false,false,7/27/21,Arrow Video
"Birds of Prey (Steelbook)",false,true,true,true,true,false,false,true,false,5/12/2020,Warner Bros. Home Entertainment
"Birds of Prey",false,true,true,true,true,false,false,true,false,5/12/2020,Warner Bros. Home Entertainment
"Birds, The (single film release)",false,false,true,false,false,false,false,false,false,5/25/21,Universal Studios Home Entertainment
"Birth of a Nation, The",false,false,false,false,false,false,false,false,false,1/10/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"BlacKkKlansman",false,false,true,true,false,false,false,true,false,11/6/18,Universal Studios Home Entertainment
"Black Hawk Down",true,false,true,false,false,false,false,true,false,5/7/19,Sony Pictures Home Entertainment
"Black Panther",false,false,true,true,false,false,false,true,false,5/15/18,Walt Disney Studios Home Entertainment (also Fox see above)
"Black Widow",true,false,false,false,false,false,false,true,false,9/14/21,Walt Disney Studios Home Entertainment (also Fox see above)
"Blade Runner 2049",true,false,true,false,false,false,false,true,false,1/16/18,Warner Bros. Home Entertainment
"Blade Runner: The Final Cut",true,false,true,false,false,false,false,true,false,9/5/17,Warner Bros. Home Entertainment
"Blade",false,false,true,false,false,false,false,true,false,12/1/20,Warner Bros. Home Entertainment
"Blood for Dracula (1974)",false,true,true,false,false,false,false,false,false,6/25/2021,Severin Films
"Bloodshot",false,false,true,false,false,false,false,true,false,5/5/20,Sony Pictures Home Entertainment
"Blue Planet II",true,false,true,false,false,false,false,false,false,3/6/18,BBC Home Entertainment
"Blues Brothers, The (Steelbook)",false,false,true,false,false,false,false,false,true,5/19/20,Universal Studios Home Entertainment
"Blues Brothers, The",false,true,true,false,false,false,false,false,true,5/19/20,Universal Studios Home Entertainment
"Bohemian Rhapsody",false,false,true,false,true,false,false,true,false,2/12/19,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Boss Baby",false,false,false,false,false,false,false,true,false,7/25/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Boss Baby, The: Family Business",false,false,false,true,false,false,false,true,false,9/14/21,Universal Studios Home Entertainment
"Bourne Identity, The",false,false,false,false,false,false,false,false,true,12/6/16,Universal Studios Home Entertainment
"Bourne Legacy, The",false,true,false,false,false,false,false,false,true,12/6/16,Universal Studios Home Entertainment
"Bourne Supremacy, The",false,true,false,false,false,false,false,false,true,12/6/16,Universal Studios Home Entertainment
"Bourne Ultimatum, The",false,true,false,false,false,false,false,false,true,12/6/16,Universal Studios Home Entertainment
"Boyz N The Hood",false,false,true,false,false,false,false,true,false,2/4/20,Sony Pictures Home Entertainment
"Bram Stoker's Dracula",false,true,true,false,false,false,false,true,false,10/3/17,Sony Pictures Home Entertainment
"Brave",false,false,false,false,false,false,false,true,false,9/10/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Braveheart (Steelbook)",true,false,true,true,false,false,false,true,false,5/5/20,Paramount Pictures Home Entertainment
"Braveheart",true,false,true,true,false,false,false,true,false,5/15/18,Paramount Pictures Home Entertainment
"Brawl in Cell Block 99",false,false,false,false,false,false,false,false,false,12/26/17,Image (RLJ Entertainment/Cinestate)
"Breakthrough",false,false,false,false,false,false,false,false,false,7/16/19,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Breathless: 60th Anniversary Edition",false,false,true,true,false,false,false,true,false,11/9/20,StudioCanal (UK/Germany/France)
"Bridge on the River Kwai, The: 60th Anniversary Edition",false,false,true,false,false,false,false,true,false,10/3/17,Sony Pictures Home Entertainment
"Brightburn",false,false,true,false,false,false,false,true,false,8/20/19,Sony Pictures Home Entertainment
"Bumblebee",false,false,false,true,false,false,false,true,false,4/2/19,Paramount Pictures Home Entertainment
"Burning",false,false,true,false,false,false,false,false,false,10/11/19,Capelight Pictures (Germany)
"CHAPPiE",true,false,true,false,false,false,false,true,false,2/23/16,Sony Pictures Home Entertainment
"Cabin in the Woods, The",false,false,false,true,false,false,false,true,false,9/5/17,Lionsgate
"Call of the Wild (2020)",false,false,true,false,false,false,false,true,false,5/12/20,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Candyman (2021)",false,false,true,false,false,false,false,false,false,11/16/21,Universal Studios Home Entertainment
"Captain America: Civil War",true,false,false,false,false,false,false,true,false,4/23/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Captain America: The First Avenger",false,true,false,false,false,false,false,true,false,2/26/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Captain America: The Winter Soldier",false,true,false,false,false,false,false,true,false,4/23/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Captain Marvel",false,true,false,false,false,false,false,true,false,6/11/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Captain Underpants: The First Epic Movie",false,false,false,false,false,false,false,true,false,9/12/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Carlito's Way",false,false,true,false,true,false,false,false,true,10/12/21,Universal Studios Home Entertainment
"Cars 2",false,false,false,false,false,false,false,true,false,9/10/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Cars 3",false,false,false,false,false,false,false,true,false,11/7/17,Walt Disney Studios Home Entertainment (also Fox see above)
"Cars",false,false,false,false,false,false,false,true,false,9/10/19,Walt Disney Studios Home Entertainment (also Fox see above)
"Casino Royale",false,false,false,true,false,false,false,false,false,2/25/20,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM)
"Casino",true,false,true,false,false,false,false,false,true,9/10/19,Universal Studios Home Entertainment
