Title,Studio,Release Date,Reference,Standout,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X
It’s a Wonderful Life,Paramount Pictures Home Entertainment,10/29/19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
It’s a Wonderful Life (Steelbook),Paramount Pictures Home Entertainment,11/3/20,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"It’s the Great Pumpkin, Charlie Brown",Warner Bros. Home Entertainment,9/26/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jack Reacher,Paramount Pictures Home Entertainment,6/26/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jack Reacher: Never Go Back,Paramount Pictures Home Entertainment,1/31/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Jack Ryan: 5-Film Collection,Paramount Pictures Home Entertainment,8/21/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jack Ryan: Shadow Recruit,Paramount Pictures Home Entertainment,8/21/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Jason Bourne,Universal Studios Home Entertainment,12/6/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jaws: 45th Anniversary Edition,Universal Studios Home Entertainment,6/2/20,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Jerry Maguire (only available in Columbia Classics 4K: Vol. 1),Sony Pictures Home Entertainment,6/16/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jigsaw,Lionsgate,1/23/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
John Wick,Lionsgate,2/7/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
John Wick Triple Feature,Lionsgate,9/10/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
John Wick: 2-Film Collection,Lionsgate,6/12/17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
John Wick: Chapter 2,Lionsgate,6/13/17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
John Wick: Chapter 3 – Parabellum,Lionsgate,9/10/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Johnny English Strikes Again,Universal Studios Home Entertainment,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jojo Rabbit,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/18/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Joker,Warner Bros. Home Entertainment,1/7/20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Journey to Space,Shout! Factory,6/7/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Journey to the South Pacific: IMAX,Mill Creek Entertainment,12/11/18,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Joy,20th Century Fox Home Entertainment (Walt Disney previously MGM),5/3/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jumanji,Sony Pictures Home Entertainment,12/5/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Jumanji: The Next Level,Sony Pictures Home Entertainment,3/17/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Jumanji: Welcome to the Jungle,Sony Pictures Home Entertainment,3/20/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Jupiter Ascending,Warner Bros. Home Entertainment,10/4/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Jurassic Park,Universal Studios Home Entertainment,5/22/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jurassic Park III,Universal Studios Home Entertainment,5/22/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jurassic Park: 25th Anniversary Collection,Universal Studios Home Entertainment,5/22/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jurassic World,Universal Studios Home Entertainment,5/22/18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Jurassic World: 5-Film Collection,Universal Studios Home Entertainment,9/10/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jurassic World: 5-Film Collection – Limited Edition,Universal Studios Home Entertainment,9/18/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jurassic World: Fallen Kingdom,Universal Studios Home Entertainment,9/18/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Justice League,Warner Bros. Home Entertainment,3/13/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Keeping Up with the Joneses,20th Century Fox Home Entertainment (Walt Disney previously MGM),1/17/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kick Ass,Lionsgate,10/3/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Kin,Lionsgate,11/20/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
King Arthur: Legend of the Sword,Warner Bros. Home Entertainment,8/8/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
King Kong: Ultimate Edition,Universal Studios Home Entertainment,7/11/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Kingsman: 2-Movie Collection,20th Century Fox Home Entertainment (Walt Disney previously MGM),12/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Kingsman: The Golden Circle,20th Century Fox Home Entertainment (Walt Disney previously MGM),12/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Kingsman: The Secret Service,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kingsman: The Secret Service – Premium Edition,20th Century Fox Home Entertainment (Walt Disney previously MGM),9/5/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Knives Out,Lionsgate,2/25/20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Knowing,Lionsgate,4/10/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Kong: Skull Island,Warner Bros. Home Entertainment,7/18/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
La La Land,Lionsgate,4/25/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Labyrinth: 30th Anniversary Edition,Sony Pictures Home Entertainment,9/20/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Lara Croft: Tomb Raider,Paramount Pictures Home Entertainment,2/27/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Law Abiding Citizen,Lionsgate,11/6/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Lawrence of Arabia (only available in Columbia Classics 4K: Vol. 1),Sony Pictures Home Entertainment,6/16/20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Léon: The Professional,Sony Pictures Home Entertainment,7/11/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Les Miserables,Universal Studios Home Entertainment,TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Life,Sony Pictures Home Entertainment,6/20/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Life of Pi,20th Century Fox Home Entertainment (Walt Disney previously MGM),3/1/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Little Women,Sony Pictures Home Entertainment,4/7/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lock Up,Lionsgate,9/10/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Logan,20th Century Fox Home Entertainment (Walt Disney previously MGM),5/23/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Logan Lucky,Universal Studios Home Entertainment,11/28/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lone Survivor,Universal Studios Home Entertainment,8/9/16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Looper,Sony Pictures Home Entertainment,TBA 2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lord of War,Lionsgate,3/19/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Love, Simon",20th Century Fox Home Entertainment (Walt Disney previously MGM),,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lucy,Universal Studios Home Entertainment,8/9/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Lupin the 3rd: The Castle of Cagliostro,Discotek Media,TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mad Max (1979),Kino Lorber Studio Classics,11/24/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mad Max High Octane Collection,Warner Bros. Home Entertainment,10/31/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mad Max: Fury Road,Warner Bros. Home Entertainment,3/1/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Maleficent,Walt Disney Studios Home Entertainment (also Fox see above),9/24/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Maleficent: Mistress of Evil,Walt Disney Studios Home Entertainment (also Fox see above),1/14/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mamma Mia!,Universal Studios Home Entertainment,5/1/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Mamma Mia! Here We Go Again,Universal Studios Home Entertainment,10/16/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Man of Steel,Warner Bros. Home Entertainment,7/19/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Man on a Ledge,Lionsgate,4/9/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maniac,Blue Underground,5/26/20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Marrowbone,Magnolia Pictures (Magnet Releasing),8/7/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Martin: Limited Edition,Second Sight (UK),10/26/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mary Poppins Returns,Walt Disney Studios Home Entertainment (also Fox see above),3/19/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mary Queen of Scots,Universal Studios Home Entertainment,2/26/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mayhem,Image (RLJ Entertainment/Cinestate),12/26/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maze Runner: The Death Cure,20th Century Fox Home Entertainment (Walt Disney previously MGM),4/24/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Maze Runner: The Scorch Trials,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mechanic Resurrection,Lionsgate,11/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Men in Black,Sony Pictures Home Entertainment,12/27/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Men in Black II,Sony Pictures Home Entertainment,12/27/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Men in Black III,Sony Pictures Home Entertainment,12/27/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Men in Black International,Sony Pictures Home Entertainment,9/3/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Men in Black Trilogy,Sony Pictures Home Entertainment,12/5/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Midsommar,Lionsgate,11/13/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Midsommar: Director's Cut (A24 website exclusive),A24,7/20/2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Midway (2019),Lionsgate,2/18/20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mike & Dave Need Wedding Dates,20th Century Fox Home Entertainment (Walt Disney previously MGM),9/27/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Minions,Universal Studios Home Entertainment,9/5/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Miss Peregrine’s Home for Peculiar Children,20th Century Fox Home Entertainment (Walt Disney previously MGM),12/13/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mission: Impossible,Paramount Pictures Home Entertainment,6/26/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mission: Impossible – 6-Movie Collection,Paramount Pictures Home Entertainment,12/4/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mission: Impossible – Fallout,Paramount Pictures Home Entertainment,12/4/18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mission: Impossible – Ghost Protocol,Paramount Pictures Home Entertainment,6/26/18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mission: Impossible – Rogue Nation,Paramount Pictures Home Entertainment,6/26/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mission: Impossible 2,Paramount Pictures Home Entertainment,6/26/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mission: Impossible III,Paramount Pictures Home Entertainment,6/26/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Moana,Walt Disney Studios Home Entertainment (also Fox see above),11/5/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Monsters University,Walt Disney Studios Home Entertainment (also Fox see above),3/3/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Monsters, Inc.",Walt Disney Studios Home Entertainment (also Fox see above),3/3/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Moon: 10th Anniversary Edition,Sony Pictures Home Entertainment,7/16/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Moonlight,Lionsgate,12/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Morgan,20th Century Fox Home Entertainment (Walt Disney previously MGM),12/13/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mortal Engines,Universal Studios Home Entertainment,3/12/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Mortal Kombat Legends: Scorpion's Revenge,Warner Bros. Home Entertainment,4/28/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mother!,Paramount Pictures Home Entertainment,12/19/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mother!,Universal Studios Home Entertainment,12/19/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mr. Smith Goes to Washington (only available in Columbia Classics 4K: Vol. 1),Sony Pictures Home Entertainment,6/16/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mulan (1998),Walt Disney Studios Home Entertainment (also Fox see above),TBA 2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mulan (2020),Walt Disney Studios Home Entertainment (also Fox see above),TBA 2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Murder on the Orient Express (2017),20th Century Fox Home Entertainment (Walt Disney previously MGM),2/27/18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mysteries of China,Shout! Factory,12/12/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Lampoon’s Van Wilder,Lionsgate,8/14/18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
National Parks Adventure,Shout! Factory,7/24/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ne Zha,Well Go USA,3/3/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Night School,Universal Studios Home Entertainment,1/1/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Now You See Me,Lionsgate,5/31/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Now You See Me 2,Lionsgate,9/6/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Oblivion,Universal Studios Home Entertainment,8/9/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ocean’s 8,Warner Bros. Home Entertainment,9/11/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Oceans: Our Blue Planet,BBC Home Entertainment,1/22/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Oldboy: Limited Edition Steelbook (may have English subs),Capelight Pictures (Germany),11/22/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Once Upon a Time... in Hollywood,Sony Pictures Home Entertainment,12/10/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Onward,Walt Disney Studios Home Entertainment (also Fox see above),5/19/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Overlord,Paramount Pictures Home Entertainment,2/19/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Pacific Rim,Warner Bros. Home Entertainment,10/4/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pacific Rim: Uprising,Universal Studios Home Entertainment,6/19/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Pan,Warner Bros. Home Entertainment,3/1/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pan’s Labyrinth,Warner Bros. Home Entertainment,10/1/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pandas IMAX,Warner Bros. Home Entertainment,4/16/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panic Room,Sony Pictures Home Entertainment,TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parasite,Universal Studios Home Entertainment,6/2/20,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Parasite (Mediabook A – may not have English subs),Koch Media (Germany),3/5/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parasite (Mediabook B – may not have English subs),Koch Media (Germany),3/5/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Passengers,Sony Pictures Home Entertainment,3/14/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Patriot Games,Paramount Pictures Home Entertainment,8/21/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Patriots Day,Lionsgate,3/28/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Peanuts Holiday Collection: Deluxe Edition,Warner Bros. Home Entertainment,10/10/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pet Sematary (2019),Paramount Pictures Home Entertainment,7/9/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pet Sematary: 30th Anniversary,Paramount Pictures Home Entertainment,3/26/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peter Rabbit,Sony Pictures Home Entertainment,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Philadelphia,Sony Pictures Home Entertainment,11/27/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pineapple Express,Sony Pictures Home Entertainment,2/23/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pirates of the Caribbean: Dead Men Tell No Tales,Walt Disney Studios Home Entertainment (also Fox see above),10/3/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pitch Black,Arrow Video,9/1/2020,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Pitch Perfect,Universal Studios Home Entertainment,3/20/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pitch Perfect 2,Universal Studios Home Entertainment,3/20/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pitch Perfect 3,Universal Studios Home Entertainment,3/20/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Planet Earth II,BBC Home Entertainment,3/28/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Planet Earth II/Blue Planet II,BBC Home Entertainment,1/15/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Planet of the Apes Trilogy,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/24/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Point Break,Warner Bros. Home Entertainment,6/7/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pokémon: Detective Pikachu,Warner Bros. Home Entertainment,8/6/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Power Rangers,Lionsgate,6/27/17,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Predator (1987),20th Century Fox Home Entertainment (Walt Disney previously MGM),8/7/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Predator: 3-Movie Collection,20th Century Fox Home Entertainment (Walt Disney previously MGM),8/7/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pride + Prejudice + Zombies,Sony Pictures Home Entertainment,5/31/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Prince of Darkness (Regular Edition),Studio Canal (UK/Germany?France),3/18/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Prince of Darkness: Limited Edition,Studio Canal (UK/Germany?France),11/26/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Prometheus,20th Century Fox Home Entertainment (Walt Disney previously MGM),8/15/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Prospect,Capelight Pictures (Germany),7/26/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Psycho,Universal Studios Home Entertainment,TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Punisher: War Zone,Lionsgate,9/25/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Puppet Master: The Littlest Reich,Image (RLJ Entertainment/Cinestate),9/25/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Push,Lionsgate,4/10/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Quantum of Solace,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/25/20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Queen & Slim,Universal Studios Home Entertainment,3/3/20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Rad (1986): Limited Edition,Vinegar Syndrome,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ralph Breaks the Internet,Walt Disney Studios Home Entertainment (also Fox see above),2/26/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rambo (2008),Lionsgate,9/3/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rambo III,Lionsgate,11/13/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rambo: First Blood, Part II",Lionsgate,11/13/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rambo: Last Blood,Lionsgate,12/17/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Rampage,Warner Bros. Home Entertainment,7/17/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Ratatouille,Walt Disney Studios Home Entertainment (also Fox see above),9/10/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ready Player One,Warner Bros. Home Entertainment,7/24/18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
