Title,Studio,Release Date,Reference,Standout,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X
DC Universe: Justice League vs the Fatal Five,Warner Bros. Home Entertainment,4/16/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
DC Universe: Superman – Red Son,Warner Bros. Home Entertainment,3/17/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DC Universe: Superman: Man of Tomorrow,Warner Bros. Home Entertainment,9/8/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DC Universe: The Death and Return of Superman – The Complete Film Collection,Warner Bros. Home Entertainment,10/1/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DC Universe: The Death of Superman,Warner Bros. Home Entertainment,8/7/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DC Universe: Wonder Woman – Bloodlines,Warner Bros. Home Entertainment,10/22/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deadpool,20th Century Fox Home Entertainment (Walt Disney previously MGM),5/10/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Deadpool 2: Super Duper Extended Cut,20th Century Fox Home Entertainment (Walt Disney previously MGM),8/21/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deadpool: The Complete Collection (for Now),20th Century Fox Home Entertainment (Walt Disney previously MGM),8/21/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Death Wish (2018 – via MGM),20th Century Fox Home Entertainment (Walt Disney previously MGM),6/5/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Deepwater Horizon,Lionsgate,1/10/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Despicable Me,Universal Studios Home Entertainment,6/6/17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Despicable Me 2,Universal Studios Home Entertainment,6/6/17,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Despicable Me 3,Universal Studios Home Entertainment,12/5/17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Die Hard: 30th Anniversary Edition,20th Century Fox Home Entertainment (Walt Disney previously MGM),5/15/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dirty Grandpa,Lionsgate,6/12/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
District 9,Sony Pictures Home Entertainment,7/7/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Divergent,Lionsgate,7/12/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Doctor Sleep,Warner Bros. Home Entertainment,2/4/2020,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Doctor Strange,Walt Disney Studios Home Entertainment (also Fox see above),10/1/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Doctor Who: Twice Upon a Time,BBC Home Entertainment,9/25/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dolittle,Universal Studios Home Entertainment,4/7/2020,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Don’t Look Now,Studio Canal (UK/Germany?France),7/29/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Downsizing,Paramount Pictures Home Entertainment,3/20/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Downton Abbey: The Movie,Universal Studios Home Entertainment,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dr. Seuss’ How the Grinch Stole Christmas,Universal Studios Home Entertainment,10/17/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dr. Seuss’ The Grinch,Universal Studios Home Entertainment,2/5/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Dr. Strangelove (only available in Columbia Classics 4K: Vol. 1),Sony Pictures Home Entertainment,6/16/20,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dracula Untold,Universal Studios Home Entertainment,9/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Dream Big: Engineering Our World,Shout! Factory,7/24/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dredd,Lionsgate,6/6/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dumbo (2019),Walt Disney Studios Home Entertainment (also Fox see above),6/25/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dune,Arrow Video,TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dune,Universal Studios Home Entertainment,TBA 2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dunkirk,Warner Bros. Home Entertainment,12/19/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dynasties,BBC Home Entertainment,2/26/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
E.T. The Extra-Terrestrial: 35th Anniversary Edition,Universal Studios Home Entertainment,9/12/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Early Man,Lionsgate,5/28/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Early Man,Studio Canal (UK/Germany?France),5/28/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Earth: One Amazing Day,BBC Home Entertainment,1/23/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Eddie the Eagle,20th Century Fox Home Entertainment (Walt Disney previously MGM),7/14/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Elysium,Sony Pictures Home Entertainment,TBA 2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ender’s Game,Lionsgate,3/1/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Escape from New York (Regular Edition),Studio Canal (UK/Germany?France),3/18/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Escape from New York: Limited Edition,Studio Canal (UK/Germany?France),11/26/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Escape Plan,Lionsgate,6/5/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Eternal Sunshine of the Spotless Mind (2004),Kino Lorber Studio Classics,TBA 2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Everest,Universal Studios Home Entertainment,9/27/16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Evil Dead 2,Lionsgate,12/11/2018,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Evil Dead II (VHS Cover A),JAKOB GmbH (Germany),2/25/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Evil Dead II (VHS Cover B),JAKOB GmbH (Germany),2/25/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ex Machina,Lionsgate,6/6/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Exodus: Gods and Kings,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Extreme Adventure Collection (Tornado Alley, Grand Canyon Adventure, Hidden Universe)",Universal Studios Home Entertainment,9/13/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Extreme Nature Collection (Antarctica on the Edge, Titans of the Ice Age, Great White Shark)",Universal Studios Home Entertainment,9/13/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fantastic 4,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fantastic Beasts and Where to Find Them,Warner Bros. Home Entertainment,3/28/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Fantastic Beasts: The Crimes of Grindelwald,Warner Bros. Home Entertainment,3/12/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Fast & Furious,Universal Studios Home Entertainment,6/11/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fast & Furious 6,Universal Studios Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fast & Furious Presents: Hobbs & Shaw,Universal Studios Home Entertainment,11/5/19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Fast & Furious: 8-Movie Collection,Universal Studios Home Entertainment,6/11/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fast Five,Universal Studios Home Entertainment,6/11/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ferdinand,20th Century Fox Home Entertainment (Walt Disney previously MGM),3/13/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Field of Dreams: 30th Anniversary Edition,Universal Studios Home Entertainment,5/14/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fifty Shades Darker,Universal Studios Home Entertainment,5/9/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fifty Shades of Freed,Universal Studios Home Entertainment,5/8/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fifty Shades of Grey,Universal Studios Home Entertainment,5/9/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fifty Shades: 2-Movie Collection,Universal Studios Home Entertainment,5/9/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Finding Dory,Walt Disney Studios Home Entertainment (also Fox see above),9/10/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Finding Nemo,Walt Disney Studios Home Entertainment (also Fox see above),9/10/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
First Blood,Lionsgate,11/13/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
First Man,Universal Studios Home Entertainment,1/22/19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Flash Gordon: 40th Anniversary Collector's Edition,Studio Canal (UK/Germany?France),8/10/2020,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Flash Gordon: Limited Edition (with extra swag),Arrow Video,8/18/2020,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Flash Gordon: Standard Edition,Arrow Video,8/18/2020,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Flight of the Butterflies,Shout! Factory,7/12/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ford v Ferrari (aka Le Mans 66),20th Century Fox Home Entertainment (Walt Disney previously MGM),2/11/20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Forrest Gump,Paramount Pictures Home Entertainment,6/12/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Free Solo,Capelight Pictures (Germany),8/13/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Frozen,Walt Disney Studios Home Entertainment (also Fox see above),10/1/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Frozen II,Walt Disney Studios Home Entertainment (also Fox see above),2/25/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Full Metal Jacket,Warner Bros. Home Entertainment,9/22/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Furious 7,Universal Studios Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fury,Sony Pictures Home Entertainment,5/22/18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
G.I. Joe: Retaliation,Paramount Pictures Home Entertainment,7/17/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
G.I. Joe: The Rise of Cobra,Paramount Pictures Home Entertainment,7/17/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Galveston,Image (RLJ Entertainment/Cinestate),12/11/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Game of Thrones: The Complete Collection,HBO,11/3/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Game of Thrones: The Complete Eighth Season,HBO,12/3/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Game of Thrones: The Complete First Season,HBO,6/5/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Gandhi (only available in Columbia Classics 4K: Vol. 1),Sony Pictures Home Entertainment,6/16/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Gemini Man,Paramount Pictures Home Entertainment,1/14/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Get Out,Universal Studios Home Entertainment,9/12/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ghost in the Shell,Paramount Pictures Home Entertainment,7/25/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghost in the Shell (1995),Lionsgate,9/8/20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghostbusters,Sony Pictures Home Entertainment,6/7/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghostbusters (2016),Sony Pictures Home Entertainment,10/11/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghostbusters I/II Limited Edition Steelbook (with new content),Sony Pictures Home Entertainment,6/11/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghostbusters I/II/2017 Collection,Sony Pictures Home Entertainment,6/7/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghostbusters II,Sony Pictures Home Entertainment,6/7/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Gladiator,Paramount Pictures Home Entertainment,5/15/18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Gladiator (Steelbook),Paramount Pictures Home Entertainment,5/5/20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Glass,Universal Studios Home Entertainment,4/16/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Glory: 30th Anniversary Edition,Sony Pictures Home Entertainment,7/30/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Gods of Egypt,Lionsgate,5/31/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Godzilla (1998),Sony Pictures Home Entertainment,5/14/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Godzilla: King of the Monsters,Warner Bros. Home Entertainment,8/27/19,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
Goodfellas,Warner Bros. Home Entertainment,12/6/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Goosebumps 2: Haunted Halloween,Sony Pictures Home Entertainment,1/15/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Grease: 40th Anniversary Edition,Paramount Pictures Home Entertainment,4/24/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Book,Universal Studios Home Entertainment,3/12/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Gremlins,Warner Bros. Home Entertainment,10/1/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Groundhog Day: 25th Anniversary Edition,Sony Pictures Home Entertainment,6/26/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guardians of the Galaxy,Walt Disney Studios Home Entertainment (also Fox see above),10/1/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Guardians of the Galaxy, Vol. 2",Walt Disney Studios Home Entertainment (also Fox see above),8/22/17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hacksaw Ridge,Lionsgate,2/21/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Halloween (1978),Lionsgate,9/25/18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Halloween (2018),Universal Studios Home Entertainment,1/15/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hancock,Sony Pictures Home Entertainment,2/23/16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hannibal (2001),Kino Lorber Studio Classics,4/30/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Harry Potter and the Chamber of Secrets,Warner Bros. Home Entertainment,11/7/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Deathly Hallows – Part 1,Warner Bros. Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Deathly Hallows – Part 2,Warner Bros. Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Goblet of Fire,Warner Bros. Home Entertainment,11/7/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Half-Blood Prince,Warner Bros. Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Order of the Phoenix,Warner Bros. Home Entertainment,3/28/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Prisoner of Azkaban,Warner Bros. Home Entertainment,11/7/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter and the Sorcerer’s Stone,Warner Bros. Home Entertainment,11/7/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Harry Potter: 8-Film Collection,Warner Bros. Home Entertainment,11/7/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Heat,Warner Bros. Home Entertainment,TBA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hell Fest,Lionsgate,1/18/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Hell or High Water,Lionsgate,2/13/18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hellboy,Sony Pictures Home Entertainment,10/15/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hellboy (2019),Lionsgate,7/23/19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Hellboy II: The Golden Army,Universal Studios Home Entertainment,5/7/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hellboy: Sword of Storms/Blood & Iron (Animated Double Feature),Lionsgate,4/2/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hereditary,Lionsgate,9/4/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hickock,Cinedigm,8/15/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hidden Figures,20th Century Fox Home Entertainment (Walt Disney previously MGM),4/11/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Higher Power,Magnolia Pictures (Magnet Releasing),8/14/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Highlander,Studio Canal (UK/Germany?France),TBA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Hitman: Agent 47,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hocus Pocus,Walt Disney Studios Home Entertainment (also Fox see above),TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Home Alone,20th Century Fox Home Entertainment (Walt Disney previously MGM),9/15/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hook,Sony Pictures Home Entertainment,10/9/18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hostiles,Lionsgate,4/24/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hot Fuzz,Universal Studios Home Entertainment,11/5/19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hotel Artemis,Global Road Entertainment,10/9/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hotel Transylvania 3: Summer Vacation,Sony Pictures Home Entertainment,10/9/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
How to Train Your Dragon,Universal Studios Home Entertainment,1/22/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
How to Train Your Dragon 2,Universal Studios Home Entertainment,1/22/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
How to Train Your Dragon: The Hidden World,Universal Studios Home Entertainment,5/21/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hulk (2003),Universal Studios Home Entertainment,7/9/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Humpback Whales,Shout! Factory,8/2/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Hunter Killer,Lionsgate,1/29/19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Hustlers,Universal Studios Home Entertainment,12/10/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I Am Legend,Warner Bros. Home Entertainment,12/6/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ice Age: Collision Course,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/11/16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Illumination Presents 3-Movie Collection (Despicable Me 1-3),Universal Studios Home Entertainment,3/13/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
In the Heart of the Sea,Warner Bros. Home Entertainment,6/7/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Inception,Warner Bros. Home Entertainment,12/19/17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inception (Steelbook),Warner Bros. Home Entertainment,6/2/20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inception (Steelbook),Warner Bros. Home Entertainment,8/4/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Independence Day: 20th Anniversary Edition,20th Century Fox Home Entertainment (Walt Disney previously MGM),6/7/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Independence Day: Resurgence,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/18/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Inferno,Sony Pictures Home Entertainment,1/24/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Inglourious Basterds,Arrow Video,TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inglourious Basterds,Universal Studios Home Entertainment,TBA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Inside Out,Walt Disney Studios Home Entertainment (also Fox see above),9/10/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Interstellar,Paramount Pictures Home Entertainment,12/19/17,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ip Man 4: The Finale,Well Go USA,4/21/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Iron Man,Walt Disney Studios Home Entertainment (also Fox see above),8/13/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Iron Man 2,Walt Disney Studios Home Entertainment (also Fox see above),8/13/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Iron Man 3,Walt Disney Studios Home Entertainment (also Fox see above),8/13/19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Isle of Dogs,20th Century Fox Home Entertainment (Walt Disney previously MGM),7/17/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT,Warner Bros. Home Entertainment,1/9/18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
It: Chapter Two,Warner Bros. Home Entertainment,12/10/19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
