Title,Reference Disc,Standout Disc,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X,Release Date,Studio,Review,Buy US,Buy UK
"Dirty Dancing (Steelbook)",false,true,true,true,false,false,false,true,false,4/27/21,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/dirty-dancing-steelbook-4k-uhd-2021";"Review"),,
"Dirty Dancing (wide release)",false,true,true,true,false,false,false,true,false,8/23/22,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B1VQVMZL/camerontec014-20";"www.amazon.com"),
"Dirty Dancing: Limited Collector's Edition (Steelbook)",false,true,true,true,false,false,false,true,false,11/16/22,ViaVision Entertainment (Australia),=HYPERLINK("https://thedigitalbits.com/item/dirty-dancing-steelbook-via-vision-2022-uhd";"Review"),,
"Dirty Grandpa",false,false,false,true,false,false,false,true,false,6/12/18,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07C9QR83J/camerontec014-20";"www.amazon.com"),
"Discreet Charm of the Bourgeoisie, The (1972)",false,false,true,false,false,false,false,false,false,6/20/22,StudioCanal (UK/Germany/France),=HYPERLINK("https://thedigitalbits.com/item/discreet-charm-studiocanal-2022-uhd";"Review"),,=HYPERLINK("http://www.amazon.co.uk/dp/B09ZVNCJ98/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Disney's Haunted Mansion (possible DMC & Walmart exclusive",false,false,true,false,false,false,false,false,false,10/17/23,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/snow-white-disney-2023-uhd";"Review"),,
"District 9",false,true,true,false,false,false,false,true,false,10/13/20,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/district-9-4k-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08C4524YJ/camerontec014-20";"www.amazon.com"),
"Divergent Series, The: 3-Film Collection",false,false,true,false,false,false,false,true,false,7/12/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Divergent-3-Movie-Collection-Insurgent-Allegiant/dp/B071VGJPSC?tag=camerontec014-20";"www.amazon.com"),
"Divergent Series, The: Allegiant",false,false,true,false,false,false,false,true,false,7/12/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Divergent-Allegiant-Ultra-Blu-ray-Digital/dp/B01FGQG7WW?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2x6m560";"amzn.to")
"Divergent Series, The: Insurgent",false,false,false,false,false,false,false,true,false,7/12/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Divergent-Insurgent-Ultra-Blu-ray-Digital/dp/B01FGQG92A?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZxeVe";"amzn.to")
"Divergent",false,false,false,false,false,false,false,false,true,7/12/16,Lionsgate,,=HYPERLINK("https://www.amazon.com/Divergent-4K-Ultra-Blu-ray-Digital/dp/B01FGQG8JY?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2xGgzKP";"amzn.to")
"Django (1966) – via co-arrangement with Blue Underground",false,true,true,true,false,false,false,false,false,6/1/21,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/django-arrow-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08NDVHY8L/camerontec014-20";"www.amazon.com"),
"Django Unchained (2012)",false,false,true,true,false,false,false,true,false,TBA 2024,Lionsgate,,,
"Do the Right Thing",true,false,true,false,false,false,false,false,true,2/2/21,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/do-the-right-thing-4k-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08PQVDJBN/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08PQVDJBN/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Doctor Butcher MD/Zombie Holocaust (1980/1980)",false,false,true,true,false,false,false,false,false,11/28/23,Severin Films,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CJ9X1YJW/camerontec014-20";"www.amazon.com"),
"Doctor Sleep",true,false,true,true,true,false,false,true,false,2/4/2020,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/doctor-sleep-uhd-bd
";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07XN49SXY/camerontec014-20";"www.amazon.com"),
"Doctor Strange in the Multiverse of Madness",false,true,true,false,false,false,false,true,false,7/26/22,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/dr-strange-multiverse-disney-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B37W5683/thedigitalbit-20";"www.amazon.com"),
"Doctor Strange",false,true,false,false,false,false,false,true,false,10/1/19,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/doctor-strange-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07TMRSMWZ/camerontec014-20";"www.amazon.com"),
"Doctor Who: Twice Upon a Time",false,false,true,false,false,false,false,false,false,9/25/18,BBC Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07FDMM7BK/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B07GZ2F2Y2/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dog Soldiers: Collector's Edition",false,true,true,true,false,false,false,false,false,8/23/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/dog-soldiers-scream-2022-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B07MS59TZB/camerontec014-20";"www.amazon.com"),
"Dog Soldiers: Limited Edition",true,false,true,true,false,false,false,false,false,8/22/22,Second Sight (UK),=HYPERLINK("https://thedigitalbits.com/item/dog-soldiers-second-sight-2022-uhd";"Review"),,=HYPERLINK("https://secondsightfilms.co.uk/products/dog-soldiers-limited-edition-4k-uhd-blu-ray-pre-order-available-may-30th";"secondsightfilms.co.uk")
"Dolittle",false,false,true,false,true,false,false,true,false,4/7/2020,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B083MZ4GT9/camerontec014-20";"www.amazon.com"),
"Don't Breathe 2",false,false,true,false,false,false,false,true,false,10/26/21,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09BY81S9R/thedigitalbit-20";"www.amazon.com"),
"Don't Look Now (1973)",false,false,true,true,false,false,false,false,false,10/3/23,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CC6LG5YF/thedigitalbit-20";"www.amazon.com"),
"Don't Look Now",false,false,true,false,false,false,false,false,false,7/29/19,StudioCanal (UK/Germany/France),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B082L9KS1X/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B07SPVQCW9/thedigitalbits-20";"www.amazon.co.uk")
"Don't Worry Darling",false,false,false,false,false,false,false,false,false,11/19/22,Warner Bros. Home Entertainment,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BFWZGP17/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0B61QW41Q/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Donnie Darko: Limited Edition",false,true,true,true,false,false,false,false,false,4/26/2021,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/donnie-darko-le-arrow-2021-uhd";"Review"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&ued=https%3A%2F%2Fwww.zavvi.com%2Fblu-ray%2Fdonnie-darko-limited-edition-4k-ultra-hd%2F12854738.html";"www.awin1.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08VCJ4TJ1/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Doom (2005)",false,false,true,false,false,false,false,false,true,8/9/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B45DC7KS/camerontec014-20";"www.amazon.com"),
"Doors, The: The Final Cut",false,false,true,false,false,false,false,true,false,7/23/19,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07S28VD2Z/camerontec014-20";"www.amazon.com"),
"Double Indemnity (1944)",false,false,true,true,false,false,false,false,false,5/31/22,The Criterion Collection,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09SLK8R8H/thedigitalbit-20";"www.amazon.com"),
"Double Jeopardy",false,false,true,true,false,false,false,false,false,1/17/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BJTLBD3P/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BNVP6FB8/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Double Life of Veronique, The (1991)",false,false,true,false,false,false,false,false,false,4/17/23,Curzon Film (UK),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BSXSCRWG/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Downsizing",false,false,false,false,false,false,false,false,false,3/20/18,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B077ZH9D78/camerontec014-20";"www.amazon.com"),
"Downton Abbey: A New Era",false,false,true,true,false,false,false,true,false,7/5/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B1GRFZWJ/camerontec014-20";"www.amazon.com"),
"Downton Abbey: The Motion Picture (Steelbook)",false,false,true,true,false,false,false,true,false,3/8/2022,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09Q7X7JJ1/camerontec014-20";"www.amazon.com"),
"Downton Abbey: The Motion Picture",false,false,true,true,false,false,false,true,false,3/8/2022,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09Q7NQRH5/camerontec014-20";"www.amazon.com"),
"Dr. Caligari (1989)",false,false,true,false,false,false,false,false,false,11/14/24,Mondo Macabro,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CHCJH728/camerontec014-20";"www.amazon.com"),
"Dr. Seuss' How the Grinch Stole Christmas",false,false,false,false,false,false,false,false,true,10/17/17,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Seuss-Grinch-Stole-Christmas-Blu-ray/dp/B074PW7NSZ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jEHCA1";"amzn.to")
"Dr. Seuss' The Grinch",false,false,false,true,false,false,false,true,false,2/5/19,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07JZVP6G6/camerontec014-20";"www.amazon.com"),
"Dr. Strangelove (only available in Columbia Classics 4K: Vol. 1)",false,true,true,false,false,false,false,false,false,6/16/20,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/dr-strangelove-ccv1-4k-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B086L71KGD/camerontec014-20";"www.amazon.com"),
"Dr. Strangelove (single-film SKU)",false,false,true,false,false,false,false,false,false,7/6/21,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B094T5375T/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08T2ZHX6V/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dr. Who and the Daleks/Daleks' Invasion Earth 2150 A.D.",false,false,true,false,false,false,false,false,false,6/20/22,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BL24YWHY/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dracula (1931) (Single film SKU)",false,false,true,false,false,false,false,false,false,10/11/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BBN79LLX/camerontec014-20";"www.amazon.com"),
"Dracula (1931)",false,false,true,false,false,false,false,false,false,"",Universal Studios Home Entertainment,,,
"Dracula Sucks (1978)",false,false,true,false,false,false,false,false,false,2/11/22,Vinegar Syndrome,=HYPERLINK("https://thedigitalbits.com/item/dracula-sucks-vs-2022-uhd";"Review"),=HYPERLINK("https://vinegarsyndrome.com/collections/frontpage/products/dracula-sucks-peekarama-uhd";"vinegarsyndrome.com"),
"Dracula Untold",false,false,false,false,false,false,false,false,true,9/12/17,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/Dracula-Untold-Blu-ray-Luke-Evans/dp/B073CXHSWZ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2f6F1K2";"amzn.to")
"Dragon Ball Super: Super Hero",false,false,true,false,false,false,false,false,false,11/21/23,Crunchyroll,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CFWS7RK7/thedigitalbit-20";"www.amazon.com"),
"Dragonheart (1996)",false,false,true,false,false,false,false,false,false,2/21/23,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BN6ZFBMD/camerontec014-20";"www.amazon.com"),
"Dragons Forever (1988)",true,false,true,false,false,false,false,false,false,1/10/23,88 Films,=HYPERLINK("https://thedigitalbits.com/item/dragons-forever-88-films-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09XRF9KXC/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B09YNPW3QV/thedigitalbits-20";"www.amazon.co.uk")
"Dragonslayer (Steelbook)",true,false,true,true,false,false,false,true,false,3/21/23,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/dragonslayer-sb-uhd-2023";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BQGBCDN3/camerontec014-20";"www.amazon.com"),
"Dragonslayer",true,false,true,true,false,false,false,true,false,3/21/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BQJCJH8T/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BQJCJH8T/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dream Big: Engineering Our World",false,true,true,false,false,false,false,true,false,7/24/18,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B07B64T9V5/camerontec014-20";"www.amazon.com"),
"Dredd",false,true,false,false,false,false,false,true,false,6/6/17,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/dredd-uhd";"Review"),=HYPERLINK("https://www.amazon.com/Dredd-4K-Ultra-Blu-ray-Digital/dp/B06XXNYHRQ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2xG3MYS";"amzn.to")
"Dressed to Kill (1980)",true,false,true,false,false,false,false,false,false,10/25/22,Kino Lorber Studio Classics,=HYPERLINK("https://thedigitalbits.com/item/dressed-to-kill-kino-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B8W5WXW8/thedigitalbit-20";"www.amazon.com"),
"Drive (1997)",false,false,true,true,false,false,false,true,false,9/13/22,MVD Entertainment Group,=HYPERLINK("https://thedigitalbits.com/item/drive-1997-88films-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09XRCT6W2/camerontec014-20";"www.amazon.com"),
"Drive",false,false,false,false,false,false,false,false,false,TBA 2024,Sony Pictures Home Entertainment,,,
"Drive",false,false,true,true,false,false,false,true,false,5/30/22,Second Sight (UK),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09VWTTC4R/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("https://secondsightfilms.co.uk/collections/latest-releases/products/drive-standard-edition-4k-uhd-pre-order-available";"secondsightfilms.co.uk")
"Drive: Limited Edition",false,true,true,true,false,false,false,true,false,5/30/22,Second Sight (UK),=HYPERLINK("https://thedigitalbits.com/item/drive-second-sight-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09W1JHQBG/thedigitalbit-20";"www.amazon.com"),=HYPERLINK("https://secondsightfilms.co.uk/collections/latest-releases/products/drive-limited-edition-4k-uhd-blu-ray-pre-order-available-april-18th";"secondsightfilms.co.uk")
"Driver, The (1978)",false,true,true,true,false,false,false,false,false,12/16/22,StudioCanal (UK/Germany/France),=HYPERLINK("https://thedigitalbits.com/item/the-driver-studiocanal-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BHF5PQ19/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B0BHF5PQ19/thedigitalbits-20";"www.amazon.co.uk")
"Driver, The: Limited Edition (1978) (Steelbook)",false,true,true,true,false,false,false,false,false,12/16/22,StudioCanal (UK/Germany/France),=HYPERLINK("https://thedigitalbits.com/item/the-driver-sb-studiocanal-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BQ8QJ2Q5/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B0BFMRXXX7/thedigitalbits-20";"www.amazon.co.uk")
"Drowning by Numbers (1988)",true,false,true,true,false,false,false,false,false,5/30/23,Severin Films,=HYPERLINK("https://thedigitalbits.com/item/drowning-by-numbers-severin-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BYK639JW/camerontec014-20";"www.amazon.com"),
"Duel (1971)",false,false,true,false,false,false,false,true,false,11/24/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CJCKJ6PJ/camerontec014-20";"www.amazon.com"),
"Duel: Collector's Edition (1971)",false,false,true,false,false,false,false,true,false,11/24/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C6TRBDWH/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0C6TRBDWH/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dumbo (2019)",false,false,false,false,false,false,false,true,false,6/25/19,Walt Disney Studios Home Entertainment (also Fox see above),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07QV42ZMV/camerontec014-20";"www.amazon.com"),
"Dune (1984) (Steelbook)",false,false,true,true,false,false,false,false,false,10/14/21,Koch Media/Plaion (Germany),,,
"Dune (1984) (Wide Release)",false,false,true,false,false,false,false,false,false,12/14/21,Arrow Video,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09GC9PF4H/camerontec014-20";"www.amazon.com"),
"Dune (1984)",false,false,true,true,false,false,false,false,false,10/14/21,Koch Media/Plaion (Germany),,,
"Dune: 7-Disc Ultimate Edition (1984) – Wide Release Version",true,false,true,true,false,false,false,false,false,3/13/24,Koch Media/Plaion (Germany),,,
"Dune: 7-Disc Ultimate Edition (1984)",true,false,true,true,false,false,false,false,false,2/10/22,Koch Media/Plaion (Germany),,,
"Dune: Limited Edition (1984)",true,false,true,true,false,false,false,false,false,8/31/21,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/dune-arrow-4k-2021-brd";"Review"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-4k-ultra-hd%2F13130370.html";"www.awin1.com"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=2549&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-4k-ultra-hd%2F13130370.html";"www.awin1.com")
"Dune: Limited Edition Deluxe Steelbook (1984)",true,false,true,true,false,false,false,false,false,8/31/21,Arrow Video,,=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-deluxe-4k-ultra-hd-steelbook-includes-blu-ray%2F13130372.html";"www.awin1.com"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=2549&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-deluxe-4k-ultra-hd-steelbook-includes-blu-ray%2F13130372.html";"www.awin1.com")
"Dune: Limited Edition Steelbook (1984)",true,false,true,true,false,false,false,false,false,8/31/21,Arrow Video,,=HYPERLINK("https://www.awin1.com/cread.php?awinmid=6037&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-4k-ultra-hd-steelbook-includes-blu-ray%2F13130371.html";"www.awin1.com"),=HYPERLINK("https://www.awin1.com/cread.php?awinmid=2549&awinaffid=745023&ued=https%3A%2F%2Fus.zavvi.com%2Fblu-ray%2Fdune-limited-edition-4k-ultra-hd-steelbook-includes-blu-ray%2F13130371.html";"www.awin1.com")
"Dune: Part One",true,false,true,true,false,false,false,true,false,1/11/22,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/dune-2021-4k-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09MDHXGST/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09JT4FSYR/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dune: Part Two",false,false,true,true,false,false,false,true,false,TBA,Warner Bros. Home Entertainment,,,
"Dungeons & Dragons: Honor Among Thieves",true,false,true,true,false,false,false,true,false,5/30/23,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/dungeons-dragons-honor-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BZB7XF2V/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BYNSKDRD/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Dunkirk",true,false,true,false,false,false,false,false,false,12/19/17,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/dunkirk-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/Dunkirk-4K-Ultra-Blu-ray-Digital/dp/B074ZMJLKJ?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2zQc0er";"amzn.to")
"Dynasties",false,false,true,false,false,false,false,false,false,2/26/19,BBC Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07J33SHKD/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B07J2C8LX1/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"E.T. The Extra-Terrestrial: 35th Anniversary Edition",false,true,true,false,false,false,false,false,true,9/12/17,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/et-the-extraterrestrial-35th-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/E-T-Extra-Terrestrial-Blu-ray-Henry-Thomas/dp/B073WZ513X?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZtWBn";"amzn.to")
"E.T.: The Extra-Terrestrial: 40th Anniversary Edition (Steelbook) (US Target exclusive)",false,true,true,false,false,false,false,false,true,10/18/22,Universal Studios Home Entertainment,,,
"E.T.: The Extra-Terrestrial: 40th Anniversary Edition Gift Set (Amazon-exclusive with lunch box)",false,true,true,false,false,false,false,false,true,10/18/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B8R1913L/camerontec014-20";"www.amazon.com"),
"E.T.: The Extra-Terrestrial: 40th Anniversary Edition",false,true,true,false,false,false,false,false,true,10/18/22,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/et-the-extraterrestrial-40th-uhd-2022";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B9V7JZQG/camerontec014-20";"www.amazon.com"),
"Early Man",false,false,false,false,false,false,false,false,false,5/28/18,Lionsgate,,,=HYPERLINK("http://amzn.to/2oLUfs4";"amzn.to")
"Early Man",false,false,true,false,false,false,false,false,false,5/28/18,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B07999PPBX/thedigitalbits-20";"www.amazon.co.uk")
"Earth: One Amazing Day",false,false,true,false,false,false,false,false,false,1/23/18,BBC Home Entertainment,,=HYPERLINK("https://www.amazon.com/Earth-One-Amazing-Day-4K/dp/B076DQZ593?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B07926TFXN/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"East End Hustle (1976) (wide release)",false,false,true,false,false,false,false,false,false,11/28/23,Vinegar Syndrome,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CKJ63N4Y/camerontec014-20";"www.amazon.com"),
"East End Hustle (1976)",false,false,true,false,false,false,false,false,false,10/3/23,Vinegar Syndrome,,=HYPERLINK("https://vinegarsyndrome.com/products/east-end-hustle";"vinegarsyndrome.com"),
"East of Eden (1955)",false,false,false,false,false,false,false,false,false,8/1/23,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C5PK2QV5/camerontec014-20";"www.amazon.com"),
"Eastern Promises (2007)",false,true,true,true,false,false,false,false,false,3/22/22,Kino Lorber Studio Classics,=HYPERLINK("https://thedigitalbits.com/item/eastern-promises-klsc-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09QD1YYL5/thedigitalbit-20";"www.amazon.com"),
"Ebola Syndrome (1996)",false,false,true,false,false,false,false,false,false,1/25/22,Vinegar Syndrome,,=HYPERLINK("https://vinegarsyndrome.com/collections/frontpage/products/ebola-syndrome";"vinegarsyndrome.com"),
"Eddie the Eagle",false,false,false,false,false,false,false,true,false,7/14/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Eddie-Eagle-4k-Ultra-Blu-ray/dp/B01DE217XE?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2y4VCVJ";"amzn.to")
"Edge of Tomorrow (Live Die Repeat) Steelbook",false,true,true,false,false,false,false,true,false,7/5/22,Warner Bros. Home Entertainment,,,
"Edge of Tomorrow (Live Die Repeat)",false,true,true,false,false,false,false,true,false,7/5/22,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/edge-of-tomorrow-wb-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09YL2CYCN/camerontec014-20";"www.amazon.com"),
"Effects (1979) (wide release)",false,false,true,false,false,false,false,false,false,7/25/23,Vinegar Syndrome,=HYPERLINK("https://thedigitalbits.com/item/effects-agfa-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C79FKPD9/camerontec014-20";"www.amazon.com"),
"Eiger Sanction, The (1975)",false,false,true,true,false,false,false,false,false,"",Kino Lorber Studio Classics,,,
"Election (1999)",false,false,true,false,false,false,false,false,false,TBA,Paramount Pictures Home Entertainment (also CBS Studios),,,
