Title,Reference Disc,Standout Disc,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X,Release Date,Studio,Review,Buy US,Buy UK
"Red Eye (2005)",false,false,true,false,false,false,false,false,false,3/21/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BS8Q9F6D/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BTQ1SZQQ/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Red Heat",false,false,true,false,false,false,false,false,false,10/21/19,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B07W7MXM1M/thedigitalbits-20";"www.amazon.co.uk")
"Red Heat",false,false,true,true,false,false,false,false,false,10/29/19,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07VW3K4SN/camerontec014-20";"www.amazon.com"),
"Red Shoes, The",false,true,true,true,false,false,false,false,false,12/14/21,The Criterion Collection,=HYPERLINK("https://thedigitalbits.com/item/red-shoes-criterion-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09GCL6WNQ/thedigitalbit-20";"www.amazon.com"),
"Red Sonja (1985) (Steelbook)",false,false,true,false,false,false,false,false,false,7/20/22,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0B12Q14Y1/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Red Sparrow",false,true,true,false,false,false,false,true,false,5/22/18,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),=HYPERLINK("https://thedigitalbits.com/item/red-sparrow-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B079PTH8BN/camerontec014-20";"www.amazon.com"),
"Red",false,true,false,true,false,false,false,true,false,9/5/17,Lionsgate,,=HYPERLINK("https://www.amazon.com/Red-4K-Ultra-Bluray-Blu-ray/dp/B073FS2XDD?tag=camerontec014-20";"www.amazon.com"),
"Reign of the Superman",false,false,true,false,false,false,false,false,false,1/29/19,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07K1L2BGZ/camerontec014-20";"www.amazon.com"),
"Remains of the Day, The (1993)",false,false,true,true,false,false,false,true,false,2/21/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BL3XW63S/thedigitalbit-20";"www.amazon.com"),
"Reminiscence",false,false,true,false,false,false,false,true,false,11/9/21,Warner Bros. Home Entertainment,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09H8GP2V8/camerontec014-20";"www.amazon.com"),
"Renfield (2023)",false,false,true,false,false,false,false,false,false,TBA,Turbine Media (Germany),,,
"Requiem for a Dream",false,false,true,true,false,false,false,true,false,1/18/22,Lionsgate,,,
"Requiem for a Dream",false,false,true,true,false,false,false,true,false,10/13/20,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0857BRCC6/camerontec014-20";"www.amazon.com"),
"Reservoir Dogs",false,true,true,true,false,false,false,false,false,11/15/22,Lionsgate,=HYPERLINK("https://thedigitalbits.com/item/reservoir-dogs-30th-uhd-2022";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B91VP2V4/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/exec/obidos/ASIN/B0BDNKLXPQ/thedigitalbits-20";"www.amazon.co.uk")
"Resident Evil Limited Edition 4K Ultra HD Collection, The (includes all 6 films)",false,true,true,false,false,false,false,true,false,11/3/20,Sony Pictures Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/resident-evil-6-movie-col-rsm-2021-bd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09C1LGGHH/thedigitalbit-20";"www.amazon.com"),
"Resident Evil Limited Edition 4K Ultra HD Collection, The (includes the first 6 films)",false,true,true,false,false,false,false,true,false,9/1/21,Random Space Media (Australia),=HYPERLINK("https://thedigitalbits.com/item/resident-evil-6-movie-col-rsm-2021-bd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B09C1LGGHH/thedigitalbit-20";"www.amazon.com"),
"Resident Evil: Afterlife",false,false,false,false,false,false,false,true,false,1/17/17,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Resident-Evil-Afterlife-Milla-Jovovich/dp/B01M7QSB46?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2f5S1PZ";"amzn.to")
"Resident Evil: Death Island",false,false,false,false,false,false,false,false,false,7/25/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C74CGNQM/camerontec014-20";"www.amazon.com"),
"Resident Evil: The Final Chapter",false,false,true,false,false,false,false,true,false,10/4/16,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Resident-Evil-Chapter-Milla-Jovovich/dp/B01LTI22RU?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jCz64i";"amzn.to")
"Resident Evil: Vendetta",false,false,false,true,false,false,false,true,false,7/18/17,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Resident-Evil-Vendetta-Matthew-Mercer/dp/B072FDKXJM?tag=camerontec014-20";"www.amazon.com"),
"Resident Evil: Welcome to Raccoon City (Steelbook)",false,false,false,false,false,false,false,false,false,2/8/2022,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09MYW177X/thedigitalbit-20";"www.amazon.com"),
"Resident Evil: Welcome to Raccoon City",false,false,false,false,false,false,false,false,false,2/8/2022,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09LLBLMHW/thedigitalbit-20";"www.amazon.com"),
"Retribution (2020)",false,false,true,true,false,false,false,true,false,1/31/24,Koch Media/Plaion (Germany),,,
"Return of Swamp Thing, The (1989)",false,false,true,true,false,false,false,false,false,2/7/23,Lightyear Entertainment,=HYPERLINK("https://thedigitalbits.com/item/return-of-swamp-thing-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BHMPMK2X/camerontec014-20";"www.amazon.com"),
"Return of the Jedi (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,5/2/23,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,,
"Return of the Jedi (Disney 100 Best Buy-exclusive Steelbook)",false,false,true,false,false,false,false,false,false,5/2/23,Walt Disney Studios Home Entertainment (also Fox see above),,,
"Return of the Living Dead, The",false,true,true,true,false,false,false,false,false,10/18/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/return-living-dead-ce-scream-2022-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0B7QJGJ2Z/camerontec014-20";"www.amazon.com"),
"Revenant, The",true,false,true,false,false,false,false,false,false,4/19/16,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),=HYPERLINK("https://thedigitalbits.com/item/revenant-uhd";"Review"),=HYPERLINK("https://www.amazon.com/Revenant-4K-UHD-Blu-ray/dp/B01CFRMJD6?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2w0yDdO";"amzn.to")
"Riddick (2013)",false,false,true,false,false,false,false,false,false,TBA 2024,Universal Studios Home Entertainment,,,
"Ring Collection, The (includes The Ring, The Ring Two, and Rings)",false,false,true,false,false,false,false,false,false,12/12/23,Shout!/Scream Factory,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0CJBKLFD6/camerontec014-20";"www.amazon.com"),
"Ringu (1998) (Arrow Store Exclusive)",false,false,true,true,false,false,false,false,false,9/18/23,Arrow Video,,,
"Ringu (1998)",false,false,true,true,false,false,false,false,false,9/19/23,Arrow Video,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CB1T9DTY/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B08R5KQ22T/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rio Bravo (1959)",false,false,true,false,false,false,false,false,false,8/1/23,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/rio-bravo-wb-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C5PJHPNB/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0C5PJHPNB/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rise of the Planet of the Apes",false,false,false,false,false,false,false,false,false,6/13/17,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,=HYPERLINK("https://www.amazon.com/Rise-Planet-Blu-ray-James-Franco/dp/B06XPND4FR?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2vZv5IU";"amzn.to")
"Risen",false,true,false,false,false,false,false,true,false,5/24/16,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Risen-Blu-ray-Joseph-Fiennes/dp/B01E1N2ISI?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2hd3FJr";"amzn.to")
"River Runs Red, The",false,false,true,false,false,false,false,false,false,12/11/18,Cinedigm,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07H62NQ6Z/camerontec014-20";"www.amazon.com"),
"Road House (1989) (wide release)",false,false,true,false,false,false,false,false,false,1/31/23,Vinegar Syndrome,,,
"Road House (1989)",false,false,true,false,false,false,false,false,false,11/25/22,Vinegar Syndrome,,=HYPERLINK("https://vinegarsyndrome.com/collections/frontpage/products/road-house";"vinegarsyndrome.com"),
"Robert the Bruce",false,true,true,false,false,false,false,false,false,10/2/20,Capelight Pictures (Germany),=HYPERLINK("https://thedigitalbits.com/item/robert-the-bruce-german-4k-uhd";"Review"),,
"Robin Hood (2018)",false,false,false,true,true,false,false,true,false,2/19/19,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/631761136X/camerontec014-20";"www.amazon.com"),
"Robin Hood: Director's Cut",false,false,true,false,false,false,false,false,true,9/11/18,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07F9G56LD/camerontec014-20";"www.amazon.com"),
"Robin Hood: Prince of Theives (UK only)",false,false,true,true,false,false,false,false,false,11/28/22,Arrow Video,,,=HYPERLINK("http://www.amazon.co.uk/dp/B09GLW31J3/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Robocop: Limited Edition (Steelbook packaging)",true,false,true,true,false,false,false,true,false,3/29/22,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/robocop-le-sb-2022-uhd";"Review"),,
"Robocop: Limited Edition (includes both the Theatrical and Director's Cuts)",true,false,true,true,false,false,false,true,false,3/29/22,Arrow Video,=HYPERLINK("https://thedigitalbits.com/item/robocop-le-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09NRYVKF1/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09NRBSXB3/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Robot Carnival",false,false,true,false,false,false,false,false,false,12/28/21,Discotek Media,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09KN1ZYZQ/camerontec014-20";"www.amazon.com"),
"Rocketman",false,false,false,false,false,false,false,true,false,8/27/19,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07RXKNHT4/camerontec014-20";"www.amazon.com"),
"Rocky (Steelbook - Best Buy-exclusive in the US)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BRNFQKB3/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky (UK-only single film SKU)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BGQ9QL5B/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky II (Steelbook - Best Buy-exclusive in the US)",false,false,true,true,false,false,false,false,false,3/7/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BRNFWCTT/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky II (UK-only single film SKU)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BGQ3NRQT/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky III (Steelbook - Best Buy-exclusive in the US)",false,false,true,true,false,false,false,false,false,3/14/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BRNFGGYH/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky III (UK-only single film SKU)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BGY7V829/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky IV (Steelbook - Best Buy-exclusive in the US)",false,false,true,true,false,false,false,false,false,3/21/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BRNDWND1/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky IV (UK-only single film SKU)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BGY97Q1D/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rocky Mountain Express",true,false,true,false,false,false,false,true,false,7/12/16,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/rocky-mountain-express-uhd";"Review"),=HYPERLINK("https://www.amazon.com/IMAX-Rocky-Mountain-Express-Blu-ray/dp/B01DX0NCY4?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2fq7yuk";"amzn.to")
"Rocky: The Knockout Collection (includes Rocky, Rocky II, Rocky III & Rocky IV Theatrical and Director's Cuts - Rocky V & Rocky Balboa are coming seperately later in 2023, as Stallone is working on new director's cuts of these films)",false,false,true,true,false,false,false,false,false,2/28/23,Warner Bros. Home Entertainment,,=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BRBJS9QR/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BRN8WBJ2/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Rogue One: A Star Wars Story",true,false,true,false,false,false,false,true,false,3/31/2020,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/rogue-one-a-star-wars-story-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B083XR4F6F/camerontec014-20";"www.amazon.com"),
"Rollerball (1975)",false,false,true,false,false,false,false,false,false,3/27/20,Capelight Pictures (Germany),,,
"Rollerball (1975)",false,true,true,true,false,false,false,false,false,11/22/22,Shout!/Scream Factory,=HYPERLINK("https://thedigitalbits.com/item/rollerball-scream-2023-uhd";"Review"),=HYPERLINK("http://www.amazon.com/exec/obidos/ASIN/B0BBPQBZ75/camerontec014-20";"www.amazon.com"),
"Rollerball (1975): Ultimate Edition",false,false,true,false,false,false,false,false,false,3/27/20,Capelight Pictures (Germany),,,
"Roman Holiday (1953)",false,false,true,true,false,false,false,true,false,8/15/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C7J7BPM4/camerontec014-20";"www.amazon.com"),
"Ron's Gone Wrong",false,false,false,false,false,false,false,true,false,12/7/21,Walt Disney Studios Home Entertainment (also Fox see above),=HYPERLINK("https://thedigitalbits.com/item/rons-gone-wrong-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09LDCQR1G/thedigitalbit-20";"www.amazon.com"),
"Ronin (1998)",true,false,true,true,false,false,false,false,false,6/20/23,Kino Lorber Studio Classics,=HYPERLINK("https://thedigitalbits.com/item/ronin-4k-uhd-klsc-2023";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0C34NF6G5/thedigitalbit-20";"www.amazon.com"),
"Rope (1948)",false,false,true,false,false,false,false,false,false,10/31/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CHDLRXSJ/camerontec014-20";"www.amazon.com"),
"Rosemary's Baby (1968)",false,false,true,true,false,false,false,false,false,10/10/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CC9N65Y1/camerontec014-20";"www.amazon.com"),
"Rough Night",false,false,false,false,false,false,false,true,false,9/5/17,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Rough-Night-4K-Ultra-Blu-ray/dp/B071XJK1K2?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2jCIiG2";"amzn.to")
"Rudolph the Red-Nosed Reindeer",false,false,false,false,false,false,false,false,false,11/1/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BD96WTQZ/camerontec014-20";"www.amazon.com"),
"Rudy (1993) Steelbook (includes Theatrical Version & Director's Cut in 4K)",false,false,true,true,false,false,false,true,false,11/14/23,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CHBKRZRC/camerontec014-20";"www.amazon.com"),
"Rules of the Game, The (1939)",false,true,true,false,false,false,false,false,false,6/6/23,The Criterion Collection,=HYPERLINK("https://thedigitalbits.com/item/rules-of-the-game-criterion-2023-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BYLC49KH/thedigitalbit-20";"www.amazon.com"),
"Running Man, The (1987) (Steelbook) (title now owned by Paramount via the Taft Pictures library)",false,false,true,true,false,false,false,false,false,11/1/22,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B9YT2K4V/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BDS53PN9/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Running Man, The (1987) (wide release Amaray)",false,false,true,true,false,false,false,false,false,5/23/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BXN1TLPQ/camerontec014-20";"www.amazon.com"),
"Running Man, The (1987): 3-Disc Limited Collector's Edition",false,false,true,true,false,false,false,false,false,12/10/22,Capelight Pictures (Germany),,,
"Running the Bases",false,false,true,false,false,false,false,false,true,2/21/23,Mill Creek Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BMFBZ6PF/camerontec014-20";"www.amazon.com"),
"SPECTRE",false,false,true,true,false,false,false,false,false,2/25/20,20th Century Studios Home Entertainment (ex Fox now Walt Disney previously MGM),,,
"Saboteur (1942)",false,false,true,false,false,false,false,false,false,5/10/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09VLFHQVH/camerontec014-20";"www.amazon.com"),
"Saint, The (1997)",false,false,true,false,false,false,false,false,false,TBA,Paramount Pictures Home Entertainment (also CBS Studios),,,
"Salt",false,false,true,false,false,false,false,true,false,2/23/16,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Salt-Blu-ray-Angelina-Jolie/dp/B01A9GD3BM?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2y9MO18";"amzn.to")
"San Andreas",false,false,false,false,false,false,false,true,false,3/1/16,Warner Bros. Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/san-andreas-uhd";"Review"),=HYPERLINK("https://www.amazon.com/San-Andreas-Ultra-Blu-ray-Digital/dp/B01BHKO2SM?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2ya0Uzm";"amzn.to")
"Sanjuro (1962)",false,false,true,false,false,false,false,false,false,4/19/23,Toho Studios (Japan) (these titles have no English subtitles),,,
"Santa Claus Is Comin' to Town",false,false,false,false,false,false,false,false,false,11/1/22,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BD973YGP/camerontec014-20";"www.amazon.com"),
"Santa Claus: The Movie (1985)",false,false,true,false,false,false,false,false,false,11/13/23,StudioCanal (UK/Germany/France),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0CK4V8Q28/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Santa Sangre",false,false,true,false,false,false,false,false,false,4/27/2021,Severin Films,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08SPF5G7P/camerontec014-20";"www.amazon.com"),
"Saturday Night Fever: 45 Year Anniversary",false,false,true,true,false,false,false,false,false,11/8/22,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/saturday-night-fever-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BBXSVNYC/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0BGYCYB1H/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Sausage Party",false,true,false,false,false,false,false,true,false,11/8/16,Sony Pictures Home Entertainment,,=HYPERLINK("https://www.amazon.com/Sausage-Party-Blu-ray-Greg-Tiernan/dp/B01J93C78Q?tag=camerontec014-20";"www.amazon.com"),=HYPERLINK("http://amzn.to/2f5Okd1";"amzn.to")
"Saving Private Ryan",true,false,true,true,false,false,false,true,false,5/8/18,Paramount Pictures Home Entertainment (also CBS Studios),=HYPERLINK("https://thedigitalbits.com/item/saving-private-ryan-20th-uhd-bd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07B12HNN1/camerontec014-20";"www.amazon.com"),
"Saw X",false,false,true,false,false,false,false,true,false,11/21/23,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CH3YDN14/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B0CJ3DW3N2/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Saw",false,false,true,true,false,false,false,true,false,5/4/21,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B08X6DX859/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B092F93NTF/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Saw: Ultimate Collection (includes 9 movies)",false,false,true,false,false,false,false,false,false,11/9/22,ViaVision Entertainment (Australia),,,
"Scanner Cop (1994)",false,false,true,false,false,false,false,false,false,4/26/22,Vinegar Syndrome,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09V738FWP/camerontec014-20";"www.amazon.com"),
"Scanner Cop 1 & 2 (1993-94)",false,false,true,false,false,false,false,false,false,5/28/21,Vinegar Syndrome,,=HYPERLINK("https://vinegarsyndrome.com/collections/frontpage/products/scanner-cop-collection";"vinegarsyndrome.com"),
"Scanner Cop II (1995)",false,false,true,false,false,false,false,false,false,4/26/22,Vinegar Syndrome,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09V76TMP1/camerontec014-20";"www.amazon.com"),
"Scarface",false,false,true,false,false,false,false,false,true,12/12/22,Vice Press/The Film Vault (UK),,,=HYPERLINK("http://www.amazon.co.uk/dp/B0BDSTW41S/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Scarface: Gold Edition",false,false,true,false,false,false,false,false,true,10/15/19,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07VWZWWRP/camerontec014-20";"www.amazon.com"),
"Scary Stories to Tell in the Dark",false,false,false,true,false,false,false,false,false,11/5/19,Lionsgate,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07Y992994/camerontec014-20";"www.amazon.com"),
"Schindler's List",false,false,true,true,false,false,false,true,false,12/18/18,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07JJ5WH61/camerontec014-20";"www.amazon.com"),
"Schindler's List: Universal Essentials Collection",false,false,true,false,false,false,false,false,true,10/31/23,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0CCSXJS72/camerontec014-20";"www.amazon.com"),
"Schizoid (1980)/X-Ray (1982)",false,false,true,false,false,false,false,false,false,3/29/22,Vinegar Syndrome,=HYPERLINK("https://thedigitalbits.com/item/schizoid-xray-vs-2022-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09V88K8DF/camerontec014-20";"www.amazon.com"),
"Scoob!",false,false,false,false,false,false,false,false,false,7/21/2020,Warner Bros. Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B087KX3Z86/camerontec014-20";"www.amazon.com"),
"Score, The (2001)",false,false,true,true,false,false,false,false,false,10/11/22,Kino Lorber Studio Classics,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B8PB1XL4/thedigitalbit-20";"www.amazon.com"),
"Scorpion King, The",false,false,true,false,false,false,false,false,true,6/18/19,Universal Studios Home Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B07QCDBXY5/camerontec014-20";"www.amazon.com"),
"Scott Pilgrim vs. the World",true,false,true,true,false,false,false,true,false,7/6/21,Universal Studios Home Entertainment,=HYPERLINK("https://thedigitalbits.com/item/scott-pilgrim-universal-2021-uhd";"Review"),=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B093RP1X7Y/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B094B2S3QJ/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Scream (1981)",false,false,true,false,false,false,false,false,false,6/13/23,Dark Force Entertainment,,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BYB669SP/thedigitalbit-20";"www.amazon.com"),
"Scream (1996) (New Steelbook)",false,true,true,true,false,false,false,false,false,2/28/23,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0BQ9B2HXC/camerontec014-20";"www.amazon.com"),
"Scream (2022)",false,false,true,true,false,false,false,false,false,4/5/22,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09PVZZT28/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09PVZZT28/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Scream (Steelbook)",false,true,true,true,false,false,false,false,false,10/19/21,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B09BLFCXKK/camerontec014-20";"www.amazon.com"),=HYPERLINK("http://www.amazon.co.uk/dp/B09BLFCXKK/ref=nosim?tag=thedigbit-21";"www.amazon.co.uk")
"Scream 2",false,false,true,true,false,false,false,false,false,10/4/22,Paramount Pictures Home Entertainment (also CBS Studios),,=HYPERLINK("https://www.amazon.com/exec/obidos/ASIN/B0B6838189/camerontec014-20";"www.amazon.com"),
